Prediction Frame,Prediction 1,Groundtruth Frame,Groundtruth 1
0.0,67.21434364379174,0.0,66.75668603750819
11.0,75587.83786397125,1.0101010101010102,1160.9114821455296
22.0,207487.95564156145,2.0202020202020203,3585.439626683132
33.0,232107.75706339313,3.0303030303030303,7313.238635470596
44.0,129944.66511969292,4.040404040404041,12302.637466706074
56.0,8860.868935078555,5.050505050505051,18497.862338924315
67.0,33776.85084837662,6.0606060606060606,25829.6601958276
78.0,160263.86674242033,7.070707070707071,34216.07284861409
89.0,241190.08838208948,8.080808080808081,43563.35314208626
100.0,176552.51471731928,9.090909090909092,53767.01290321638
,,10.101010101010102,64712.99095772023
,,11.111111111111112,76278.928158016
,,12.121212121212121,88335.53516972311
,,13.131313131313131,100748.03772695725
,,14.141414141414142,113377.68320069832
,,15.151515151515152,126083.29163911995
,,16.161616161616163,138722.83394164374
,,17.171717171717173,151155.01952516602
,,18.181818181818183,163240.875734799
,,19.191919191919194,174845.3013437503
,,20.202020202020204,185838.57677660894
,,21.212121212121215,196097.814174072
,,22.222222222222225,205508.3310896242
,,23.232323232323235,213964.93246236217
,,24.242424242424242,221373.08653548406
,,25.252525252525253,227649.9815754903
,,26.262626262626263,232725.4515796052
,,27.272727272727273,236542.76062343823
,,28.282828282828284,239059.2370810887
,,29.292929292929294,240246.75062809087
,,30.303030303030305,240092.02669504314
,,31.313131313131315,238596.79485681438
,,32.323232323232325,235777.76949856518
,,33.333333333333336,231666.4629747083
,,34.343434343434346,226308.83334940212
,,35.35353535353536,219764.77065629628
,,36.36363636363637,212107.42742035125
,,37.37373737373738,203422.40092546676
,,38.38383838383839,193806.7763689041
,,39.3939393939394,183368.04159856026
,,40.40404040404041,172222.88556465722
,,41.41414141414142,160495.89391730147
,,42.42424242424243,148318.15633112294
,,43.43434343434344,135825.80112495236
,,44.44444444444445,123158.47355723109
,,45.45454545454546,110457.77480746173
,,46.46464646464647,97865.67909347788
,,47.47474747474748,85522.94661872243
,,48.484848484848484,73567.55009033215
,,49.494949494949495,62133.13239713163
,,50.505050505050505,51347.512688316056
,,51.515151515151516,41331.25755255738
,,52.525252525252526,32196.333269549577
,,53.535353535353536,24044.85419973865
,,54.54545454545455,16967.941303311585
,,55.55555555555556,11044.70354843975
,,56.56565656565657,6341.353595060922
,,57.57575757575758,2910.467639492068
,,58.58585858585859,790.3976936669642
,,59.5959595959596,4.842868811057997
,,60.60606060606061,562.5844559400575
,,61.61616161616162,2457.3877645738394
,,62.62626262626263,5668.0718169573665
,,63.63636363636364,10158.746118714771
,,64.64646464646465,15879.211859205723
,,65.65656565656566,22765.5230567837
,,66.66666666666667,30740.701376217054
,,67.67676767676768,39715.59662771733
,,68.68686868686869,49589.883328523676
,,69.6969696969697,60253.18218702102
,,70.70707070707071,71586.2939729316
,,71.71717171717172,83462.53198081284
,,72.72727272727273,95749.13819197619
,,73.73737373737374,108308.7673043223
,,74.74747474747475,121001.02204092633
,,75.75757575757576,133684.02257499457
,,76.76767676767678,146215.9925274407
,,77.77777777777779,158456.8438080761
,,78.7878787878788,170269.74258433524
,,79.7979797979798,181522.63887242187
,,80.80808080808082,192089.74265240546
,,81.81818181818183,201852.9300065795
,,82.82828282828284,210703.06356262445
,,83.83838383838385,218541.21248105634
,,84.84848484848486,225279.758349386
,,85.85858585858587,230843.37462079563
,,86.86868686868688,235169.8686487212
,,87.87878787878789,238210.87690469238
,,88.8888888888889,239932.40560796732
,,89.89898989898991,240315.21072355693
,,90.90909090909092,239355.01308084722
,,91.91919191919193,237062.5462081246
,,92.92929292929294,233463.4363482894
,,93.93939393939395,228597.9159969953
,,94.94949494949496,222520.37416541707
,,95.95959595959597,215298.74839501537
,,96.96969696969697,207013.7653206345
,,97.97979797979798,197758.0382712672
,,98.98989898989899,187635.0319959176
,,100.0,176757.906087328
